domain,alive,homepage_kb,internal_links,indexed_pages_est,visitors_est_monthly
corabli.az,True,5.36,0,13,125
coraltravel.az,True,2.07,0,5,53
coreconstruction.az,True,49.95,58,162,4561
corella.az,True,45.23,50,143,3987
coreproject.az,True,0.06,0,1,10
coresoft.az,True,66.01,53,211,6300
coresolutions.az,True,2.63,1,7,85
coretech.az,True,35.67,25,101,2442
corian.az,True,101.18,0,220,4629
coriane.az,True,26.85,11,70,1243
corians.az,True,122.65,26,348,12336
corken.az,True,234.09,0,507,16304
corn.az,True,57.88,20,159,3788
corneliani.az,True,186.55,0,404,10839
corner.az,True,238.38,19,648,36200
cornomics.az,True,84.12,13,220,5752
corpoplus.az,True,3.77,2,10,113
corporate.az,True,101.13,26,287,10304
corpro.az,True,228.5,0,495,16481
correcttechno.az,True,40.83,88,144,3972
corretto.az,True,22.71,1,52,753
corsetim.az,True,195.52,57,630,35094
corteva.az,True,62.36,48,196,5539
cortex.az,True,10.37,12,28,440
cortexconstruction.az,True,166.21,38,499,21425
corvus.az,True,127.28,4,301,9427
cos.az,True,27.63,2,64,936
cosco.az,True,64.62,3,151,3255
cosmatra.az,True,7.44,1,18,225
cosme.az,True,341.8,303,1638,159780
cosmendy.az,True,856.04,171,3509,650928
cosmeticcorner.az,True,35.06,0,77,1006
cosmetta.az,True,3.76,0,9,97
cosmopark.az,True,78.23,38,236,7293
cospace.az,True,116.35,5,279,7969
cosplayfestbaku.az,True,49.0,4,117,2102
cossco.az,False,0.0,0,1,1
cosstores.az,False,50.74,71,171,219
costacoffee.az,True,600.43,13,1561,182565
costacruises.az,False,0.0,0,1,1
coswick.az,True,109.68,5,263,7075
cotton.az,True,222.46,186,933,66546
cougar.az,True,58.38,12,151,3852
counter.az,True,10.42,1,24,275
coupman.az,False,0.0,0,1,1
coupons.az,True,358.85,98,1290,109904
courierbaku.az,True,42.7,17,115,2374
courir.az,True,1.54,0,4,39
courrierservice.az,True,19.13,1,44,602
course.az,True,37.32,0,82,1027
coursemap.az,True,0.47,0,2,19
courses.az,True,1.6,0,4,36
cover.az,False,0.0,0,1,1
covered.az,True,445.33,7,1093,81956
coworking.az,True,68.66,19,187,4996
cox.az,True,29.34,0,64,863
coxbilmis.az,True,35.47,9,90,1617
cozycorner.az,True,20.33,2,47,691
cpa.az,False,0.0,0,1,1
cpac.az,True,76.67,113,285,9006
cpacademy.az,False,0.0,0,1,1
cpc.az,False,0.0,0,1,1
cpccom.az,False,14.57,29,43,44
cpf-group.az,True,12.95,0,29,342
cpfinance.az,True,1.98,1,5,63
cpg.az,True,0.24,0,2,20
cpl.az,True,22.32,21,62,1288
cpminvest.az,True,30.95,51,99,2123
cpoffice.az,True,181.13,154,724,40000
cpro.az,True,8.41,0,19,187
cps.az,False,0.0,0,1,1
cpsolutions.az,False,112.27,0,244,244
cpt.az,True,212.11,243,955,66305
craft.az,True,54.9,131,212,6172
craftcore.az,False,0.0,0,1,1
crag.az,False,3.86,0,9,3
crakssolutions.az,True,15.99,0,36,414
crambone.az,True,1002.42,12,2584,412296
crawford.az,True,86.89,0,189,3326
crazybubble.az,False,0.0,0,1,1
crazyinnovations.az,True,115.84,2,265,7465
crb-construction.az,False,0.0,0,1,1
crbn.az,True,38.48,7,95,2024
crea.az,True,416.81,28,1194,95423
creacon.az,True,8.68,1,20,229
creaconstruction.az,True,2.48,0,6,57
creadive.az,True,23.76,0,52,676
creality.az,False,0.0,0,1,1
creamax.az,False,0.0,0,1,1
creaplus.az,True,10.97,0,25,281
creart.az,True,169.75,73,574,28710
creat.az,True,170.76,34,504,24140
create.az,False,0.0,0,1,1
createch.az,True,0.31,0,2,19
createindustry.az,False,0.0,0,1,1
creatime.az,True,28.79,28,83,1751
creative.az,True,73.29,76,250,7667
creativeagency.az,False,0.0,0,1,1
creativedesign.az,True,2.28,5,6,90
creativegroup.az,True,41.85,3,98,1702
creativeidea.az,False,0.0,0,1,1
creativemedi.az,True,16.01,0,36,378
creator.az,False,0.0,0,1,1
credible.az,True,124.1,38,373,13775
credit24.az,False,0.0,0,1,1
creditly.az,True,75.62,0,164,2664
credits.az,True,212.15,7,521,24277
credo.az,True,116.9,86,409,17357
cremesso-shop.az,True,14.59,56,48,913
creo.az,True,143.93,30,417,16350
creon.az,True,153.45,17,412,15885
crepes.az,True,0.0,0,1,9
cres.az,True,318.16,132,1224,95250
crescent.az,True,3.79,0,9,89
crescentmall.az,True,323.24,171,1326,120903
crescentresidences.az,True,52.67,2,121,2464
crgroup.az,True,0.27,0,2,18
crif.az,False,0.0,0,1,1
crinfotask.az,False,0.0,0,1,1
crispa.az,True,37.26,29,108,2512
crm.az,True,30.2,15,81,1503
crm-odinproject.az,False,0.0,0,1,1
crmfortis.az,True,4.73,0,11,114
crmmaringroup.az,True,4.82,0,11,106
crmolympus.az,True,4.84,0,11,113
crms.az,True,0.53,0,2,19
crocodil.az,True,1757.34,26,4977,1642634
crocodile.az,True,1757.34,0,3797,651573
crocusfitness.az,True,414.52,40,1255,113824
crocuslogistics.az,True,0.25,0,2,18
crocusoft.az,True,118.19,96,424,17337
crone.az,True,0.25,0,2,18
cronier.az,False,0.0,0,1,1
cronos.az,True,150.9,49,474,23279
croplast.az,True,51.71,41,158,4102
crossenergy.az,True,6.46,0,15,167
crossgroup.az,True,48.83,20,134,3281
crossmedia.az,True,69.93,176,290,10949
crosstech.az,True,14.72,2,35,537
crossway.az,True,3.03,0,8,89
crowe.az,False,0.0,0,1,1
crowe-abak.az,True,16.33,0,36,389
crownclub.az,True,2.48,0,6,61
crownlift.az,True,8.41,0,19,211
crownsuites.az,True,22.3,23,63,1378
crox.az,True,29.81,1,67,953
crs.az,True,0.23,0,2,18
crtdn.az,True,0.44,0,2,21
crucel.az,True,2.57,0,7,72
cruise.az,True,4.93,1,12,145
cruises.az,True,34.51,43,107,2703
cruisetravel.az,True,32.93,0,72,918
crunch.az,True,757.93,0,1638,138616
cruxsoft.az,True,96.14,54,307,9929
cryptocom.az,False,0.0,0,1,1
cryptovusal.az,False,0.0,0,1,1
crystal.az,True,0.74,0,3,30
crystalcleaning.az,True,9.2,3,22,284
crystalex.az,True,44.22,15,118,2623
crystalgroup.az,True,313.54,152,1249,111793
crystalhall.az,True,37.34,41,114,2887
crystalmebel.az,True,81.74,6,199,5078
crystalresidence.az,True,43.37,32,128,3245
csa.az,False,0.0,0,1,1
csad.az,True,1.33,1,4,48
csbusiness.az,True,10.73,0,24,254
cscon.az,True,25.67,7,64,1228
csecurity.az,True,48.38,25,137,3208
csgroup.az,True,319.09,10,809,52552
cshgroup.az,True,63.99,54,205,5702
csmconstruction.az,True,1.03,0,3,31
csmpro.az,True,15.99,0,36,418
csr.az,True,104.84,2,240,5914
csred.az,False,0.0,0,1,1
css.az,True,27.7,15,74,1586
css-con.az,False,0.0,0,1,1
cssc.az,True,20.35,20,57,1076
csvs.az,True,46.04,30,134,3354
ctcholding.az,True,33.26,19,91,2108
ctez.az,True,82.89,14,218,6604
ctf.az,True,95.77,11,246,6937
ctg.az,False,0.0,0,1,1
cti.az,True,16.37,44,51,969
ctiservices.az,True,0.24,0,2,20
ctk.az,True,169.53,21,467,19021
ctls-tech.az,True,25.04,1,57,803
ctoffice.az,False,0.0,0,1,1
ctp.az,True,33.79,11,87,1669
ctrchicken.az,True,1009.52,104,3675,806926
ctrl.az,True,183.44,167,748,39383
cts.az,False,0.11,0,1,1
ctsa.az,True,210.06,118,788,50517
ctstravel.az,False,0.0,0,1,1
cttg.az,True,14.22,40,44,873
cubar.az,True,234.54,0,508,17899
cubeacademy.az,True,152.56,56,490,21795
cubecompany.az,True,12.93,1,30,409
cubicsbrands.az,True,61.67,13,161,4289
cucelerim.az,True,3.27,0,8,77
cucem.az,False,0.0,0,1,1
cudo.az,True,25.38,18,69,1278
cudy.az,False,0.0,0,1,1
cugundur.az,True,3.78,0,9,85
culfartm.az,False,0.0,0,1,1
culinary.az,False,0.0,0,1,1
cullinan.az,True,2.0,0,5,47
culture.az,True,0.53,0,2,19
culturemap.az,False,0.0,0,1,1
cumemescidi.az,True,702.98,48,2194,291197
cumhuriyyet.az,True,275.15,377,1407,122464
cummins.az,True,23.89,41,74,1662
cupcup.az,True,45.57,18,124,3053
cupra.az,True,6.38,0,15,161
cupraofficial.az,True,6.39,0,15,163
cuprinol.az,True,0.19,0,1,9
curaprox.az,True,21.05,37,64,1322
currency.az,True,3.2,0,8,77
curve.az,False,0.0,0,1,1
customs-services.az,True,172.36,33,507,21275
customs-support.az,True,26.24,0,58,794
customshospital.az,True,256.53,203,1100,75027
customsoffice.az,True,19.84,2,46,721
cut.az,True,48.2,33,142,3890
cutie.az,True,911.65,229,4036,860727
cuzdan.az,True,60.47,53,193,5283
cv-formalari.az,True,8.68,0,20,199
cv-formasi.az,True,82.97,6,202,5178
cv-land.az,True,273.08,33,802,52539
cvbaku.az,False,0.0,0,1,1
cvdvaccine.az,True,30.11,0,66,825
cve.az,True,4.74,0,11,114
cvformasi.az,True,127.55,37,382,14346
cvgenerator.az,False,0.0,0,1,1
cvhazirlama.az,True,25.76,24,73,1572
cvhmuhendislik.az,True,53.83,27,154,4104
cvjob.az,True,53.63,47,168,4541
cvm.az,False,0.0,0,1,1
cvn.az,True,74.0,1,166,3428
cvrd.az,True,1.78,0,5,47
cvyarat.az,False,0.0,0,1,1
cvyukle.az,True,27.0,16,73,1448
cw-enerji.az,True,18.58,46,59,1119
cworks.az,True,57.84,25,164,4058
cyber.az,True,0.09,0,1,9
cyber-on.az,True,61.89,2,142,2897
cyber-team.az,False,0.0,0,1,1
cyberarena.az,True,0.44,0,2,18
cyberarmy.az,False,0.0,0,1,1
cyberbank.az,True,0.0,0,1,10
cyberbazar.az,True,0.64,0,2,21
cyberbizon.az,True,2.23,1,6,68
cybercore.az,True,15.99,0,36,389
cybercraft.az,True,163.48,64,539,25280
cybercrime.az,True,48.2,46,150,3693
cybereden.az,True,160.51,17,431,16030
cyberforensics.az,True,183.12,110,676,38916
cyberforum.az,True,218.45,4,516,20365
cybergame.az,True,0.7,0,3,29
cybergroup.az,True,64.73,1,145,2500
cyberhire.az,True,1.38,0,4,37
cyberhub.az,True,72.46,69,243,7304
cyberia.az,False,0.0,0,1,1
cyberindex.az,False,0.0,0,1,1
cyberit.az,True,11.59,21,33,640
cyberkids.az,True,9.89,8,26,441
cyberlab.az,True,11.55,14,31,542
cyberland.az,True,5.62,5,14,196
cyberlearn.az,False,0.0,0,1,1
cybermaster.az,False,0.0,0,1,1
cybernet.az,False,0.0,0,1,1
cybernetics.az,True,28.62,26,82,1842
cyberops.az,False,0.0,0,1,1
cyberplus.az,True,199.84,37,598,32977
cyberpoint.az,True,94.9,13,248,7998
cybersec.az,True,3.41,0,8,74
cybersecuritylab.az,True,21.46,12,56,1005
cybersign.az,True,32.0,43,99,2213
cybersource.az,False,0.0,0,1,1
cyberspace.az,True,94.0,24,264,7593
cybersport.az,False,0.0,0,1,1
cybert.az,False,0.0,0,1,1
cybertron.az,False,0.0,0,1,1
cybervision.az,True,19.58,0,43,558
cyberweek.az,False,0.0,0,1,1
cyberwomen.az,True,90.97,1,204,4508
cycling.az,True,177.4,29,511,21713
cye.az,True,107.94,53,344,12865
cyfral.az,True,40.42,16,109,2600
cylinders.az,True,48.97,0,107,1638
cymavto.az,True,11.35,0,26,303
cytotest.az,True,58.32,4,139,2710
czech.az,True,77.43,15,205,5748
cztextile.az,False,0.0,0,1,1
d-c.az,False,0.0,0,1,1
d-d.az,True,23.11,14,62,1255
d-iptv.az,True,13.67,1,31,367
d2d.az,True,42.17,2,97,1614
daax.az,False,0.0,0,1,1
dabanyalayan.az,True,0.13,0,1,10
dably.az,True,293.45,184,1227,102813
dach.az,True,7.86,1,18,225
dada.az,True,0.77,0,3,28
daddesign.az,False,0.0,0,1,1
dadhouse.az,True,10.65,0,24,253
dadli.az,True,144.06,457,782,38480
dadlunch.az,True,99.81,13,260,8049
dadresidence.az,True,28.43,33,84,1978
dadtap.az,False,0.0,0,1,1
daf.az,True,53.33,6,130,2858
dagama.az,True,109.31,6,266,8398
daghavasi.az,True,7.07,0,16,159
daha.az,True,228.99,88,805,55147
dahi.az,True,3.1,0,8,77
dahiacademy.az,True,23.15,14,62,1236
dahiinsan.az,True,230.06,58,744,48085
dahilider.az,True,45.24,93,162,4933
dahiusaqlar-edu.az,True,109.12,7,269,7866
dahua.az,True,150.43,275,702,40656
dahuaazerbaijan.az,False,0.0,0,1,1
dahuabaku.az,False,0.0,0,1,1
dahuaservice.az,True,102.66,0,223,4574
dahuaservis.az,True,102.66,31,299,9320
daikin.az,True,112.66,155,451,18379
dailydose.az,False,0.0,0,1,1
daim.az,True,5.97,0,14,156
dair.az,True,2.47,0,6,59
dak.az,True,271.27,208,1171,95168
daker.az,True,87.65,1,196,4122
dalga-94.az,False,0.0,0,1,1
dalgafm.az,True,10.33,0,23,237
dalgha.az,True,34.45,26,99,2010
dalidag.az,True,60.71,154,243,7257
dalin.az,True,1.96,0,5,45
dalyan.az,True,15.02,5,37,613
dam.az,True,1.92,1,5,62
dama.az,True,2.48,4,7,90
damar.az,False,0.0,0,1,1
damargenislenmesi.az,True,44.06,43,136,3687
damchi.az,True,53.08,64,176,5119
damenerji.az,True,164.18,37,491,22582
damla.az,True,0.24,0,2,18
damlainshaat.az,True,248.17,64,817,54860
damlamebel.az,True,225.16,259,1032,74446
damlanesriyyati.az,True,88.39,83,307,10897
damplus.az,True,27.24,34,81,1896
damyagmuru.az,True,283.17,193,1198,98612
danaca.az,True,233.34,53,742,46243
danalac.az,False,0.0,0,1,1
danceability.az,True,7.92,7,20,332
danfoss.az,True,441.28,57,1421,136019
danger.az,True,20.83,52,67,1344
danisankitab.az,True,24.26,22,68,1429
danish.az,True,41.24,15,110,2507
danishankitab.az,True,24.34,22,68,1492
danizmall.az,False,0.0,0,1,1
dantreyd.az,True,18.62,0,41,455
dao.az,True,9.73,0,22,225
dapgroup.az,True,49.2,0,107,1478
dapti.az,True,15.59,0,35,442
darabzadeh.az,True,114.15,3,266,6885
darag.az,True,226.66,2,517,18845
daram.az,False,0.0,0,1,1
daripunza.az,True,65.54,52,208,6625
darixdim.az,True,7.02,5,18,252
darixdin.az,False,0.0,0,1,1
darixiram.az,True,5.87,2,14,174
darixma.az,True,5.08,2,13,152
darkflash.az,True,260.14,87,912,64610
darklady.az,True,2.83,1,7,85
darkside.az,True,2.04,1,6,70
darkweb.az,False,0.0,0,1,1
darvaza.az,True,816.71,0,1765,160701
darx.az,True,1.33,0,4,36
darxx.az,True,1.33,0,4,40
darya.az,True,14.27,25,41,829
daryasolutions.az,True,46.97,23,132,3184
daryatrading.az,True,142.78,6,347,11682
daryn.az,True,0.98,0,3,29
dasglobal.az,False,0.0,0,1,1
dashcam.az,True,2.54,0,6,55
dashinmazemlak.az,True,164.5,303,789,49121
dashligalahotel.az,True,1.12,0,3,28
dashyunu.az,True,0.05,0,1,10
dasinma.az,True,122.34,4,289,8224
dasinmazemlak.az,False,0.0,0,1,1
daspalid.az,True,83.22,134,322,11998
dass.az,False,0.93,0,3,1
dastanagro.az,True,0.16,0,1,9
dasu.az,False,0.0,0,1,1
data.az,True,7.55,9,20,312
data-center.az,True,0.78,0,3,30
data-forum.az,True,83.47,4,198,5164
database.az,False,0.0,0,1,1
databiz.az,True,240.85,12,622,30261
databyte.az,True,5.23,0,12,114
datacademy.az,False,0.0,0,1,1
datacenter.az,False,35.75,6,88,78
datacloud.az,True,0.22,0,1,9
dataconstruction.az,False,0.0,0,1,1
datacube.az,True,27.03,2,63,955
dataerp.az,True,14.2,14,38,643
datagate.az,False,0.0,0,1,1
datahost.az,True,0.68,0,2,20
datahrm.az,True,14.2,14,38,719
datalab.az,True,19.2,3,46,631
dataland.az,True,186.85,8,464,19277
datalead.az,True,44.73,35,133,3005
datalider.az,True,47.05,30,137,3228
dataline.az,True,27.95,3,66,1127
datalink.az,True,81.11,32,238,8007
dataman.az,True,7.44,1,18,203
datamerkez.az,False,0.0,0,1,1
datamine.az,True,150.95,1,337,8762
datamining.az,True,3.27,0,8,85
datanet.az,False,0.0,0,1,1
datapay.az,True,39.05,1,88,1452
datapoint.az,True,199.05,16,530,24476
datarecovery.az,True,98.78,85,345,12187
datascience.az,False,0.0,0,1,1
datasec.az,True,42.14,20,116,2556
dataservice.az,True,98.78,0,214,4201
dataset.az,True,1.52,0,4,38
datastore.az,True,82.86,111,307,11665
datasupport.az,False,0.0,0,1,1
datatask.az,True,2.95,0,7,68
datatech.az,True,18.5,31,55,1077
datatechnologies.az,True,18.5,28,54,1136
datazen.az,False,0.0,0,1,1
dating.az,True,29.82,22,84,1705
datravel.az,False,3.07,0,8,3
datum.az,True,45.35,23,127,3300
daunsindromu.az,True,195.4,97,701,41964
davam.az,True,85.76,266,397,14721
davidoff.az,False,0.0,0,1,1
davidoglummc.az,True,82.47,26,235,6530
davidov.az,False,0.0,0,1,1
davidovglobal.az,True,182.07,99,656,32095
davinc.az,True,48.14,5,116,2201
davinci.az,True,9.77,0,22,236
davinciestetic.az,False,0.0,0,1,1
davincihotel.az,True,27.68,30,81,1707
davines.az,True,168.29,7,414,16275
davinet.az,False,0.0,0,1,1
davitek.az,True,23.39,23,66,1332
davudnasib.az,True,29.19,8,73,1338
daxiliturlar.az,True,70.56,27,202,6061
day.az,True,306.08,530,1742,144057
dayag.az,True,527.34,104,1920,215663
dayaq.az,True,132.39,54,423,18933
dayaqorthopedy.az,True,208.36,42,636,33085
dayco.az,True,38.63,4,92,1674
dayday.az,True,42.35,0,92,1362
dayfort.az,True,290.73,12,750,45006
dayshotelbaku.az,True,24.3,24,69,1274
daytech.az,True,70.38,102,256,8996
daytrip.az,True,91.3,30,265,9169
daytrips.az,True,97.76,30,284,8655
daytube.az,True,81.67,22,227,6835
dayun.az,True,7.58,1,18,222
dba.az,True,10.41,3,25,321
dbbet.az,True,0.16,0,1,9
dbs.az,True,0.44,0,2,18
dbsolutions.az,True,34.56,1,78,1308
dbsystems.az,True,1.78,0,5,52
dbtech.az,False,0.0,0,1,1
dcc.az,False,0.0,0,1,1
dcgroup.az,True,235.6,255,1075,79104
dcl.az,True,31.08,7,77,1522
dclean.az,True,137.95,11,353,13806
dcs.az,True,31.92,39,97,2272
dctek.az,True,38.65,0,84,1150
dcx.az,False,0.0,0,1,1
dda.az,True,1.23,0,4,36
ddb.az,True,73.74,3,172,3500
ddf.az,True,0.67,0,2,19
ddw.az,True,2.06,0,5,46
dea.az,False,0.11,0,1,1
deadline.az,True,0.0,0,1,9
deaflympics.az,True,54.88,0,120,1908
dealer.az,True,204.46,178,848,53960
deals.az,True,136.02,156,546,24966
deante.az,True,0.21,0,1,9
deazmed.az,True,19.78,50,63,1268
debat.az,True,63.54,129,244,7625
debate.az,False,0.0,0,1,1
debenhams.az,False,0.0,0,1,1
debet.az,False,0.0,0,1,1
debetfinance.az,False,0.0,0,1,1
debit.az,True,175.34,110,647,35677
debli.az,False,0.0,0,1,1
debro.az,True,170.13,15,450,18186
debuggers.az,True,0.6,0,2,19
debutfilms.az,True,28.24,0,62,814
decamie.az,True,334.71,133,1290,119615
decarte.az,True,176.92,43,543,27406
deccount.az,True,39.32,2,91,1476
decel.az,False,0.0,0,1,1
decelem.az,True,0.68,0,2,18
deceuninck.az,True,20.65,8,52,930
deco.az,False,0.0,0,1,1
decode.az,True,20.69,3,49,720
decoform.az,True,153.95,65,509,25317
decogroup.az,True,18.97,11,49,837
decoline.az,False,0.0,0,1,1
decongroup.az,True,167.8,32,491,20159
decopaints.az,False,0.0,0,1,1
decorconcept.az,True,81.24,117,305,11430
decordizayn.az,True,86.25,170,354,14647
decordizayngroup.az,True,2.56,0,7,72
decorglass.az,True,55.3,42,170,4337
decoria.az,True,83.14,103,303,10363
decormart.az,True,394.86,51,1246,105666
decormaster.az,True,0.83,0,3,30
decoroom.az,True,382.0,474,2097,239352
decorshop.az,True,194.66,90,687,36055
dedebaba.az,True,0.13,0,1,10
dedecco.az,True,150.86,40,457,18632
deep.az,True,1.5,0,4,38
deepbrain.az,True,32.25,0,71,901
deepdive.az,True,33.76,6,83,1415
deepgroup.az,True,361.65,30,1046,84922
deeplink.az,True,0.42,0,2,19
deepmark.az,True,102.49,5,246,6257
deepsec.az,True,7.68,2,18,225
defakto.az,True,116.38,246,526,22552
defence.az,True,82.68,7,204,4961
defencelawoffice.az,True,232.2,11,594,31254
defendovb.az,True,1.53,0,4,43
defense.az,True,0.43,0,2,21
defi.az,True,9.74,0,22,238
deflimpiya.az,True,54.88,92,195,5398
defscope.az,False,0.0,0,1,1
deftech.az,True,46.94,51,149,3695
defter.az,True,2.43,0,6,63
deholidays.az,False,0.0,0,1,1
deichmann.az,True,20.88,0,46,561
deimos.az,True,21.55,15,58,1033
deirvlon.az,True,46.49,1,104,1791
deji.az,True,104.59,42,320,11271
dejure.az,True,90.5,197,386,15625
deka.az,False,0.0,0,1,1
dekacon.az,True,124.44,22,345,12947
dekastar.az,False,26.96,63,89,98
dekinq.az,True,23.21,0,51,585
deko.az,True,71.23,98,257,7783
dekor.az,True,1.16,0,4,39
dekorasiya.az,False,2.94,0,7,3
dekorasiyachi.az,True,134.85,47,420,19170
dekorativboya.az,True,87.21,24,245,8022
dekorcu.az,True,174.69,8,434,16203
dekoriko.az,True,27.54,20,76,1593
dekotech.az,False,0.0,0,1,1
del.az,True,114.38,353,574,27819
delabie.az,False,0.0,0,1,1
delaval.az,False,0.0,0,1,1
deleduzluq.az,False,0.0,0,1,1
delfi.az,True,138.08,15,366,13832
delfinhotel.az,False,0.0,0,1,1
deli.az,True,3.54,3,9,126
delightsushi.az,False,1119.52,0,2419,14057
deliinvest.az,True,2.53,0,6,60
delim.az,True,4.9,0,12,121
delimsen.az,True,6.93,2,17,225
delinem.az,True,3.54,0,9,84
delisov.az,True,7.06,5,18,271
delivery-wb.az,True,4.06,3,10,133
delixi.az,True,161.21,55,516,25788
delixi-electric.az,True,161.21,55,516,22364
delixielectric.az,False,0.0,0,1,1
deliyem.az,True,29.32,0,64,756
deliyik.az,True,29.34,0,64,744
dell.az,False,259.91,204,1116,4230
della.az,True,80.21,38,242,7030
dellsupport.az,True,0.37,0,2,18
deloitte.az,True,295.94,287,1396,111392
delonghi.az,True,94.6,77,324,11757
delonghiclub.az,True,10.29,0,23,229
delta-asm.az,True,71.99,45,223,6359
delta-group.az,True,11.75,0,26,270
delta-telecom.az,True,60.52,0,132,2030
deltaauto.az,True,41.92,31,123,2984
deltacs.az,False,0.0,0,1,1
deltagroup.az,False,0.0,0,1,1
deltalight.az,True,16.6,0,37,468
deltamax.az,True,121.23,34,358,14564
deltamonolit.az,True,6.18,0,14,157
deltaplus.az,True,139.6,195,593,31039
deltapos.az,True,43.82,4,104,2069
deltaprint.az,True,21.8,13,58,1186
deltastore.az,True,290.24,34,856,58976
deltatelecom.az,True,0.78,0,3,32
deltatrader.az,False,0.11,0,1,1
deltatrak.az,True,36.65,0,80,1174
deltaww.az,False,0.0,0,1,1
delun.az,True,1.03,0,3,27
deluxecityhotel.az,True,25.6,22,72,1335
deluxehall.az,False,0.0,0,1,1
deluxeparfum.az,True,73.54,55,236,7469
deluxeparkqusar.az,True,34.39,33,102,2182
deluxestyle.az,True,91.91,44,283,10239
deluxetransfer.az,True,121.9,13,318,10194
deluxhall.az,True,0.03,0,1,10
delvento.az,False,0.0,0,1,1
dem.az,True,163.14,98,587,26977
demaqoq.az,False,0.0,0,1,1
demedia.az,True,242.05,13,630,32416
demining.az,True,0.02,0,1,10
demir-yumruq.az,True,12183.87,10344,222645,50000000
demiradam.az,False,0.0,0,1,1
demircargo.az,True,83.81,42,257,8319
demirdekor.az,True,112.34,0,244,5002
demirdokum.az,True,34.67,42,107,2290
demirkol.az,False,0.0,0,1,1
demiroren.az,False,0.0,0,1,1
demirqelem.az,True,0.82,0,3,29
demiryumruq.az,True,64.84,168,266,9371
demiryumruqfk.az,True,135.78,13,354,11635
demlak.az,True,111.57,2,255,7097
demo.az,True,3.65,0,9,96
demogastro.az,True,280.64,271,1303,96881
demokrat.az,False,0.0,0,1,1
demokratik.az,False,0.0,0,1,1
demoqoq.az,False,0.0,0,1,1
demreforms.az,True,46.07,38,139,3414
den.az,True,96.97,159,391,15036
dena.az,False,0.0,0,1,1
denay.az,True,62.5,5,150,3075
denaz.az,True,0.44,0,2,19
dendrologiya.az,False,0.0,0,1,1
deneyap.az,True,10.28,8,26,380
denge.az,False,0.0,0,1,1
deniz.az,True,4.89,3,12,174
denizdesign.az,True,0.07,0,1,9
denizegece.az,False,0.0,0,1,1
denizhost.az,True,95.52,21,264,8022
denizinn.az,True,33.65,33,100,2271
denizkarting.az,True,62.08,3,145,3170
denizlermedikal.az,True,357.77,17,959,70792
denizmall.az,True,29.8,38,90,2165
denizmehsullari.az,True,112.28,0,244,4984
denmedia.az,True,127.04,369,646,31266
denovo.az,True,78.63,27,225,6644
dentafusion.az,True,0.61,0,2,18
dental-mm.az,True,0.49,0,2,18
dentalab.az,False,35.33,30,103,113
dentalblog.az,True,0.16,0,1,10
dentalclub.az,False,0.0,0,1,1
dentalelegance.az,False,0.0,0,1,1
dentalnews.az,True,55.7,49,175,5239
dentalshop.az,True,1.02,0,3,28
dentalsoft.az,False,0.0,0,1,1
dentalstudio.az,True,0.0,0,1,9
dentart.az,True,3.7,0,9,100
denteca.az,True,31.34,20,87,1903
dentera.az,True,178.35,34,527,27236
dentexpert.az,True,0.49,0,2,18
denthouse.az,True,68.86,47,215,6838
denthousebaku.az,True,36.65,0,80,1105
dentify.az,True,44.94,40,137,3623
dentimza.az,True,60.54,54,194,5355
dentistore.az,True,5.36,0,13,141
dentons.az,True,73.3,0,159,2842
dentos.az,True,98.39,194,418,16799
dentpoint.az,False,0.0,0,1,1
dentravel.az,True,1.33,1,4,50
dentura.az,True,2.9,0,7,71
dep.az,True,33.43,2,77,1130
dephome.az,True,2.48,0,6,64
deploy.az,True,182.6,69,611,33653
depo-store.az,True,185.11,279,867,52816
depod.az,True,9.21,1,22,261
depoproduction.az,True,30.38,66,102,2396
deport.az,False,0.0,0,1,1
deposist.az,True,94.48,2,216,5530
deposit.az,True,1.93,1,5,62
depot.az,False,0.0,0,1,1
depotgroup.az,True,83.7,1,187,4225
depovet.az,True,73.72,23,206,5651
depressiya.az,False,0.0,0,1,1
depromo.az,True,39.84,27,114,2606
dera.az,True,2.48,0,6,58
deramacafe.az,True,301.29,11,771,42952
derdim.az,True,7.05,5,18,256
dergah.az,True,401.76,0,869,39744
dergahgroup.az,True,140.87,30,408,17138
dergi.az,True,245.8,80,847,56545
deri.az,True,43.0,0,94,1396
deri-hekimi.az,True,1.36,0,4,39
derici.az,False,0.0,0,1,1
derimia.az,True,39.97,70,135,3620
derishop.az,False,0.0,0,1,1
derm.az,True,43.0,5,104,1993
derma.az,True,375.85,73,1270,102930
dermai.az,True,4.32,0,10,97
dermanchi.az,True,213.16,185,892,55455
dermanlar.az,False,0.0,0,1,1
dermantap.az,True,0.08,0,1,9
dermatologist.az,True,18.11,0,40,518
dermatoloji.az,False,0.0,0,1,1
dermatoloq-kosmetoloq.az,True,312.86,2,713,36953
dermatoloqgunay.az,True,445.43,38,1337,120372
dermatoloqparviz.az,False,0.0,0,1,1
dermifant.az,True,307.43,0,665,25006
dermokosmetika.az,True,2.6,1,7,76
dersal.az,True,66.1,0,144,2455
dersevi.az,True,304.58,134,1176,102368
derslik.az,True,5.39,0,13,147
dersvar.az,True,1.62,0,4,43
dervishtravel.az,True,86.04,25,243,7988
deryafishhouse.az,True,17.69,23,50,880
deryam.az,False,0.0,0,1,1
deryaxali.az,True,19.48,1,44,615
deryaz.az,False,0.0,0,1,1
desa.az,True,9.03,0,21,241
